CITY,STATE,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,QUANTITYORDERED_is_outlier,PRICEEACH_is_outlier,SALES_is_outlier,MSRP_is_outlier,QUANTITYORDERED_capped,PRICEEACH_capped,SALES_capped,MSRP_capped
San Francisco,CA,10159,31,71.6,10,2219.6,Shipped,4,10,2003,Motorcycles,81,S50_4713,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,NOT PROVIDED,CA00000,USA,NA,Brown,Julie,Small,false,false,false,false,31.0,71.6,2219.6,81.0
North Sydney,NSW,10169,48,80.55,10,3866.4,Shipped,4,11,2003,Motorcycles,81,S50_4713,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,2060,Australia,APAC,O'Hara,Anna,Medium,false,false,false,false,48.0,80.55,3866.4,81.0
Lille,Lille,10180,21,93.56,5,1964.76,Shipped,4,11,2003,Motorcycles,81,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",NOT PROVIDED,59000,France,EMEA,Rance,Martine,Small,false,false,false,false,21.0,93.56,1964.76,81.0
Madrid,Madrid,10190,40,66.72,2,2668.8,Shipped,4,11,2003,Motorcycles,81,S50_4713,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,40.0,66.72,2668.8,81.0
Paris,Paris,10211,40,80.55,10,3222.0,Shipped,1,1,2004,Motorcycles,81,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",NOT PROVIDED,75016,France,EMEA,Perrier,Dominique,Medium,false,false,false,false,40.0,80.55,3222.0,81.0
Lille,Lille,10224,50,77.29,3,3864.5,Shipped,1,2,2004,Motorcycles,81,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",NOT PROVIDED,59000,France,EMEA,Rance,Martine,Medium,false,false,false,false,50.0,77.29,3864.5,81.0
NYC,NY,10237,20,68.34,3,1366.8,Shipped,2,4,2004,Motorcycles,81,S50_4713,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,10022,USA,NA,Frick,Michael,Small,false,false,false,false,20.0,68.34,1366.8,81.0
Paris,Paris,10252,48,72.41,7,3475.68,Shipped,2,5,2004,Motorcycles,81,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",NOT PROVIDED,75016,France,EMEA,Perrier,Dominique,Medium,false,false,false,false,48.0,72.41,3475.68,81.0
Boston,MA,10264,47,89.5,5,4206.5,Shipped,2,6,2004,Motorcycles,81,S50_4713,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,NOT PROVIDED,51003,USA,NA,Yoshido,Juri,Medium,false,false,false,false,47.0,89.5,4206.5,81.0
Brickhaven,MA,10276,21,70.78,11,1486.38,Shipped,3,8,2004,Motorcycles,81,S50_4713,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,NOT PROVIDED,58339,USA,NA,Barajas,Miguel,Small,false,false,false,false,21.0,70.78,1486.38,81.0
Cambridge,MA,10285,39,78.92,2,3077.88,Shipped,3,8,2004,Motorcycles,81,S50_4713,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,NOT PROVIDED,51247,USA,NA,Hernandez,Marta,Medium,false,false,false,false,39.0,78.92,3077.88,81.0
Helsinki,Helsinki,10299,44,80.55,5,3544.2,Shipped,3,9,2004,Motorcycles,81,S50_4713,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,NOT PROVIDED,21240,Finland,EMEA,Karttunen,Matti,Medium,false,false,false,false,44.0,80.55,3544.2,81.0
Stavern,Stavern,10309,28,88.68,1,2483.04,Shipped,4,10,2004,Motorcycles,81,S50_4713,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,NOT PROVIDED,4110,Norway,EMEA,Bergulfsen,Jonas,Small,false,false,false,false,28.0,88.68,2483.04,81.0
NYC,NY,10319,45,77.29,6,3478.05,Shipped,4,11,2004,Motorcycles,81,S50_4713,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,10022,USA,NA,Kuo,Kee,Medium,false,false,false,false,45.0,77.29,3478.05,81.0
Philadelphia,PA,10331,20,100.0,5,3657.8,Shipped,4,11,2004,Motorcycles,81,S50_4713,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,NOT PROVIDED,71270,USA,NA,Hernandez,Rosa,Medium,false,false,false,false,20.0,100.0,3657.8,81.0
Salzburg,Salzburg,10341,38,100.0,3,4682.36,Shipped,4,11,2004,Motorcycles,81,S50_4713,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Medium,false,false,false,false,38.0,100.0,4682.36,81.0
Paris,Paris,10356,26,100.0,4,3937.7,Shipped,4,12,2004,Motorcycles,81,S50_4713,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,NOT PROVIDED,75508,France,EMEA,Da Cunha,Daniel,Medium,false,false,false,false,26.0,100.0,3937.7,81.0
New Bedford,MA,10365,44,100.0,2,4984.32,Shipped,1,1,2005,Motorcycles,81,S50_4713,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,NOT PROVIDED,50553,USA,NA,Tam,Wing C,Medium,false,false,false,false,44.0,100.0,4984.32,81.0
Nantes,Nantes,10375,49,100.0,8,5406.66,Shipped,1,2,2005,Motorcycles,81,S50_4713,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",NOT PROVIDED,44000,France,EMEA,Labrune,Janine,Medium,false,false,false,false,49.0,100.0,5406.66,81.0
San Rafael,CA,10390,22,100.0,13,3491.18,Shipped,1,3,2005,Motorcycles,81,S50_4713,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,22.0,100.0,3491.18,81.0
Liverpool,Liverpool,10403,31,68.34,3,2118.54,Shipped,2,4,2005,Motorcycles,81,S50_4713,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,NOT PROVIDED,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,false,false,false,false,31.0,68.34,2118.54,81.0
Kobenhavn,Kobenhavn,10105,41,70.67,5,2897.47,Shipped,1,2,2003,Ships,66,S700_1138,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,NOT PROVIDED,1734,Denmark,EMEA,Petersen,Jytte,Small,false,false,false,false,41.0,70.67,2897.47,66.0
Salzburg,Salzburg,10119,25,76.67,14,1916.75,Shipped,2,4,2003,Ships,66,S700_1138,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Small,false,false,false,false,25.0,76.67,1916.75,66.0
London,London,10129,31,60.0,5,1860.0,Shipped,2,6,2003,Ships,66,S700_1138,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,NOT PROVIDED,WX3 6FW,UK,EMEA,Brown,Ann,Small,false,false,false,false,31.0,60.0,1860.0,66.0
San Rafael,CA,10142,41,64.0,2,2624.0,Shipped,3,8,2003,Ships,66,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,41.0,64.0,2624.0,66.0
Madrid,Madrid,10153,43,64.67,1,2780.81,Shipped,3,9,2003,Ships,66,S700_1138,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,43.0,64.67,2780.81,66.0
Boras,Boras,10167,43,75.34,12,3239.62,Cancelled,4,10,2003,Ships,66,S700_1138,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,NOT PROVIDED,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,false,false,false,false,43.0,75.34,3239.62,66.0
Madrid,Madrid,10177,24,76.0,3,1824.0,Shipped,4,11,2003,Ships,66,S700_1138,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",NOT PROVIDED,28023,Spain,EMEA,Fernandez,Jesus,Small,false,false,false,false,24.0,76.0,1824.0,66.0
New Bedford,MA,10185,21,54.0,3,1134.0,Shipped,4,11,2003,Ships,66,S700_1138,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,NOT PROVIDED,50553,USA,NA,Tam,Wing C,Small,false,false,false,false,21.0,54.0,1134.0,66.0
Barcelona,Barcelona,10197,23,64.67,9,1487.41,Shipped,4,11,2003,Ships,66,S700_1138,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",NOT PROVIDED,8022,Spain,EMEA,Saavedra,Eduardo,Small,false,false,false,false,23.0,64.67,1487.41,66.0
Lyon,Lyon,10208,38,74.67,3,2837.46,Shipped,1,1,2004,Ships,66,S700_1138,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",NOT PROVIDED,69004,France,EMEA,Saveley,Mary,Small,false,false,false,false,38.0,74.67,2837.46,66.0
San Diego,CA,10222,31,62.67,15,1942.77,Shipped,1,2,2004,Ships,66,S700_1138,Collectable Mini Designs Co.,7605558146,361 Furth Circle,NOT PROVIDED,91217,USA,NA,Thompson,Valarie,Small,false,false,false,false,31.0,62.67,1942.77,66.0
Newark,NJ,10233,36,70.67,3,2544.12,Shipped,1,3,2004,Ships,66,S700_1138,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,NOT PROVIDED,94019,USA,NA,Brown,William,Small,false,false,false,false,36.0,70.67,2544.12,66.0
NYC,NY,10248,36,71.34,6,2568.24,Cancelled,2,5,2004,Ships,66,S700_1138,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NOT PROVIDED,10022,USA,NA,Yu,Kwai,Small,false,false,false,false,36.0,71.34,2568.24,66.0
Montreal,Quebec,10261,34,62.0,4,2108.0,Shipped,2,6,2004,Ships,66,S700_1138,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,NOT PROVIDED,H1J 1C3,Canada,NA,Fresnisre,Jean,Small,false,false,false,false,34.0,62.0,2108.0,66.0
Bruxelles,Bruxelles,10273,21,65.34,7,1372.14,Shipped,3,7,2004,Ships,66,S700_1138,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,NOT PROVIDED,B-1180,Belgium,EMEA,Dewey,Catherine,Small,false,false,false,false,21.0,65.34,1372.14,66.0
Tsawassen,BC,10283,45,78.67,9,3540.15,Shipped,3,8,2004,Ships,66,S700_1138,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,NOT PROVIDED,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium,false,false,false,false,45.0,78.67,3540.15,66.0
Boston,MA,10295,26,75.34,4,1958.84,Shipped,3,9,2004,Ships,66,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,NOT PROVIDED,51003,USA,NA,Yoshido,Juri,Small,false,false,false,false,26.0,75.34,1958.84,66.0
Manchester,Manchester,10306,50,54.0,3,2700.0,Shipped,4,10,2004,Ships,66,S700_1138,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,NOT PROVIDED,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,false,false,false,false,50.0,54.0,2700.0,66.0
Nantes,Nantes,10315,41,62.0,2,2542.0,Shipped,4,10,2004,Ships,66,S700_1138,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",NOT PROVIDED,44000,France,EMEA,Labrune,Janine,Small,false,false,false,false,41.0,62.0,2542.0,66.0
Lule,Lule,10326,39,60.0,1,2340.0,Shipped,4,11,2004,Ships,66,S700_1138,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv�gen  8,NOT PROVIDED,S-958 22,Sweden,EMEA,Berglund,Christina,Small,false,false,false,false,39.0,60.0,2340.0,66.0
Minato-ku,Tokyo,10339,22,100.0,5,2816.44,Shipped,4,11,2004,Ships,66,S700_1138,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,NOT PROVIDED,106-0032,Japan,Japan,Shimamura,Akiko,Small,false,false,false,false,22.0,100.0,2816.44,66.0
Madrid,Madrid,10350,46,76.67,11,3526.82,Shipped,4,12,2004,Ships,66,S700_1138,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,46.0,76.67,3526.82,66.0
Oulu,Oulu,10373,44,100.0,14,4627.92,Shipped,1,1,2005,Ships,66,S700_1138,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,NOT PROVIDED,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,false,false,false,false,44.0,100.0,4627.92,66.0
San Rafael,CA,10385,25,77.34,1,1933.5,Shipped,1,2,2005,Ships,66,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,25.0,77.34,1933.5,66.0
San Rafael,CA,10396,39,66.67,1,2600.13,Shipped,1,3,2005,Ships,66,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,39.0,66.67,2600.13,66.0
Boston,MA,10414,37,71.34,6,2639.58,On Hold,2,5,2005,Ships,66,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,NOT PROVIDED,51003,USA,NA,Yoshido,Juri,Small,false,false,false,false,37.0,71.34,2639.58,66.0
Bergamo,Bergamo,10106,31,100.0,7,3312.97,Shipped,1,2,2003,Planes,91,S700_1691,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,NOT PROVIDED,24100,Italy,EMEA,Rovelli,Giovanni,Medium,false,false,false,false,31.0,100.0,3312.97,91.0
Melbourne,Victoria,10120,47,82.21,13,3863.87,Shipped,2,4,2003,Planes,91,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,3004,Australia,APAC,Ferguson,Peter,Medium,false,false,false,false,47.0,82.21,3863.87,91.0
Madrid,Madrid,10133,24,77.64,8,1863.36,Shipped,2,6,2003,Planes,91,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,24.0,77.64,1863.36,91.0
New Bedford,MA,10143,36,100.0,2,3945.96,Shipped,3,8,2003,Planes,91,S700_1691,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,NOT PROVIDED,50553,USA,NA,Tam,Wing C,Medium,false,false,false,false,36.0,100.0,3945.96,91.0
Madrid,Madrid,10156,48,100.0,2,4954.08,Shipped,4,10,2003,Planes,91,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,48.0,100.0,4954.08,91.0
Burlingame,CA,10168,28,98.65,14,2762.2,Shipped,4,10,2003,Planes,91,S700_1691,Technics Stores Inc.,6505556809,9408 Furth Circle,NOT PROVIDED,94217,USA,NA,Hirano,Juri,Small,false,false,false,false,28.0,98.65,2762.2,91.0
Burbank,CA,10199,48,83.12,2,3989.76,Shipped,4,12,2003,Planes,91,S700_1691,West Coast Collectables Co.,3105553722,3675 Furth Circle,NOT PROVIDED,94019,USA,NA,Thompson,Steve,Medium,false,false,false,false,48.0,83.12,3989.76,91.0
Osaka,Osaka,10210,21,78.55,12,1649.55,Shipped,1,1,2004,Planes,91,S700_1691,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",NOT PROVIDED,530-0003,Japan,Japan,Kentary,Mory,Small,false,false,false,false,21.0,78.55,1649.55,91.0
Melbourne,Victoria,10223,25,100.0,14,2534.75,Shipped,1,2,2004,Planes,91,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,3004,Australia,APAC,Ferguson,Peter,Small,false,false,false,false,25.0,100.0,2534.75,91.0
Tsawassen,BC,10235,25,100.0,8,2580.25,Shipped,2,4,2004,Planes,91,S700_1691,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,NOT PROVIDED,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,false,false,false,false,25.0,100.0,2580.25,91.0
San Jose,CA,10250,31,91.34,9,2831.54,Shipped,2,5,2004,Planes,91,S700_1691,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,NOT PROVIDED,94217,USA,NA,Frick,Sue,Small,false,false,false,false,31.0,91.34,2831.54,91.0
Madrid,Madrid,10262,40,84.03,4,3361.2,Cancelled,2,6,2004,Planes,91,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,40.0,84.03,3361.2,91.0
Nantes,Nantes,10275,32,89.51,14,2864.32,Shipped,3,7,2004,Planes,91,S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",NOT PROVIDED,44000,France,EMEA,Labrune,Janine,Small,false,false,false,false,32.0,89.51,2864.32,91.0
Oslo,Oslo,10284,24,83.12,6,1994.88,Shipped,3,8,2004,Planes,91,S700_1691,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",NOT PROVIDED,N 0106,Norway,EMEA,Klaeboe,Jan,Small,false,false,false,false,24.0,83.12,1994.88,91.0
Munich,Munich,10296,42,100.0,2,4296.6,Shipped,3,9,2004,Planes,91,S700_1691,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,NOT PROVIDED,80686,Germany,EMEA,Donnermeyer,Michael,Medium,false,false,false,false,42.0,100.0,4296.6,91.0
White Plains,NY,10308,21,100.0,12,2224.95,Shipped,4,10,2004,Planes,91,S700_1691,Mini Classics,9145554562,3758 North Pendale Street,NOT PROVIDED,24067,USA,NA,Frick,Steve,Small,false,false,false,false,21.0,100.0,2224.95,91.0
Cowes,Isle of Wight,10316,34,82.21,4,2795.14,Shipped,4,11,2004,Planes,91,S700_1691,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,NOT PROVIDED,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,false,false,false,false,34.0,82.21,2795.14,91.0
Bergamo,Bergamo,10328,27,100.0,8,2762.1,Shipped,4,11,2004,Planes,91,S700_1691,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,NOT PROVIDED,24100,Italy,EMEA,Rovelli,Giovanni,Small,false,false,false,false,27.0,100.0,2762.1,91.0
Barcelona,Barcelona,10340,30,88.6,5,2658.0,Shipped,4,11,2004,Planes,91,S700_1691,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",NOT PROVIDED,8022,Spain,EMEA,Saavedra,Eduardo,Small,false,false,false,false,30.0,88.6,2658.0,91.0
Glendale,CT,10353,39,100.0,9,5043.87,Shipped,4,12,2004,Planes,91,S700_1691,Gift Ideas Corp.,2035554407,2440 Pompton St.,NOT PROVIDED,97561,USA,NA,Lewis,Dan,Medium,false,false,false,false,39.0,100.0,5043.87,91.0
Chatswood,NSW,10361,20,60.54,4,1210.8,Shipped,4,12,2004,Planes,91,S700_1691,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,2067,Australia,APAC,Huxley,Adrian,Small,false,false,false,false,20.0,60.54,1210.8,91.0
Nantes,Nantes,10375,37,81.87,6,3029.19,Shipped,1,2,2005,Planes,91,S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",NOT PROVIDED,44000,France,EMEA,Labrune,Janine,Medium,false,false,false,false,37.0,81.87,3029.19,91.0
New Bedford,MA,10388,46,100.0,2,10066.6,Shipped,1,3,2005,Planes,91,S700_1691,FunGiftIdeas.com,5085552555,1785 First Street,NOT PROVIDED,50553,USA,NA,Benitez,Violeta,Large,false,false,true,false,46.0,100.0,7820.545000000001,91.0
Reims,Reims,10398,47,87.69,6,4121.43,Shipped,1,3,2005,Planes,91,S700_1691,Reims Collectables,26.47.1555,59 rue de l'Abbaye,NOT PROVIDED,51100,France,EMEA,Henriot,Paul,Medium,false,false,false,false,47.0,87.69,4121.43,91.0
Newark,NJ,10401,11,100.0,8,1135.31,On Hold,2,4,2005,Planes,91,S700_1691,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,NOT PROVIDED,94019,USA,NA,Brown,William,Small,false,false,false,false,11.0,100.0,1135.31,91.0
Reggio Emilia,Reggio Emilia,10416,23,91.34,9,2100.82,Shipped,2,5,2005,Planes,91,S700_1691,L'ordine Souveniers,0522-556555,Strada Provinciale 124,NOT PROVIDED,42100,Italy,EMEA,Moroni,Maurizio,Small,false,false,false,false,23.0,91.34,2100.82,91.0
Kobenhavn,Kobenhavn,10105,29,70.15,12,2034.35,Shipped,1,2,2003,Ships,86,S700_1938,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,NOT PROVIDED,1734,Denmark,EMEA,Petersen,Jytte,Small,false,false,false,false,29.0,70.15,2034.35,86.0
Singapore,Singapore,10117,38,79.68,6,3027.84,Shipped,2,4,2003,Ships,86,S700_1938,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",NOT PROVIDED,79903,Singapore,Japan,Natividad,Eric,Medium,false,false,false,false,38.0,79.68,3027.84,86.0
Madrid,Madrid,10128,32,97.0,3,3104.0,Shipped,2,6,2003,Ships,86,S700_1938,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,32.0,97.0,3104.0,86.0
San Rafael,CA,10142,43,84.01,9,3612.43,Shipped,3,8,2003,Ships,86,S700_1938,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,43.0,84.01,3612.43,86.0
Madrid,Madrid,10153,31,87.48,8,2711.88,Shipped,3,9,2003,Ships,86,S700_1938,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,31.0,87.48,2711.88,86.0
New Bedford,MA,10166,29,100.0,3,3013.97,Shipped,4,10,2003,Ships,86,S700_1938,FunGiftIdeas.com,5085552555,1785 First Street,NOT PROVIDED,50553,USA,NA,Benitez,Violeta,Medium,false,false,false,false,29.0,100.0,3013.97,86.0
Madrid,Madrid,10177,31,88.34,10,2738.54,Shipped,4,11,2003,Ships,86,S700_1938,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",NOT PROVIDED,28023,Spain,EMEA,Fernandez,Jesus,Small,false,false,false,false,31.0,88.34,2738.54,86.0
New Bedford,MA,10185,30,94.4,10,2832.0,Shipped,4,11,2003,Ships,86,S700_1938,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,NOT PROVIDED,50553,USA,NA,Tam,Wing C,Small,false,false,false,false,30.0,94.4,2832.0,86.0
New Haven,CT,10196,50,94.4,2,4720.0,Shipped,4,11,2003,Ships,86,S700_1938,Super Scale Inc.,2035559545,567 North Pendale Street,NOT PROVIDED,97823,USA,NA,Murphy,Leslie,Medium,false,false,false,false,50.0,94.4,4720.0,86.0
Lyon,Lyon,10208,40,80.55,10,3222.0,Shipped,1,1,2004,Ships,86,S700_1938,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",NOT PROVIDED,69004,France,EMEA,Saveley,Mary,Medium,false,false,false,false,40.0,80.55,3222.0,86.0
Bruxelles,Bruxelles,10221,23,97.0,4,2231.0,Shipped,1,2,2004,Ships,86,S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,NOT PROVIDED,B-1180,Belgium,EMEA,Dewey,Catherine,Small,false,false,false,false,23.0,97.0,2231.0,86.0
Cowes,Isle of Wight,10232,26,88.34,7,2296.84,Shipped,1,3,2004,Ships,86,S700_1938,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,NOT PROVIDED,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,false,false,false,false,26.0,88.34,2296.84,86.0
NYC,NY,10248,40,100.0,13,4157.2,Cancelled,2,5,2004,Ships,86,S700_1938,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NOT PROVIDED,10022,USA,NA,Yu,Kwai,Medium,false,false,false,false,40.0,100.0,4157.2,86.0
Bruxelles,Bruxelles,10273,21,100.0,14,2146.2,Shipped,3,7,2004,Ships,86,S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,NOT PROVIDED,B-1180,Belgium,EMEA,Dewey,Catherine,Small,false,false,false,false,21.0,100.0,2146.2,86.0
San Rafael,CA,10282,43,86.61,2,3724.23,Shipped,3,8,2004,Ships,86,S700_1938,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,43.0,86.61,3724.23,86.0
Torino,Torino,10293,29,71.89,5,2084.81,Shipped,3,9,2004,Ships,86,S700_1938,Amica Models & Co.,011-4988555,Via Monte Bianco 34,NOT PROVIDED,10100,Italy,EMEA,Accorti,Paolo,Small,false,false,false,false,29.0,71.89,2084.81,86.0
Manchester,Manchester,10306,38,91.81,10,3488.78,Shipped,4,10,2004,Ships,86,S700_1938,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,NOT PROVIDED,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,false,false,false,false,38.0,91.81,3488.78,86.0
Aaarhus,Aaarhus,10314,23,76.22,2,1753.06,Shipped,4,10,2004,Ships,86,S700_1938,Heintze Collectables,86 21 3555,Smagsloget 45,NOT PROVIDED,8200,Denmark,EMEA,Ibsen,Palle,Small,false,false,false,false,23.0,76.22,1753.06,86.0
Kobenhavn,Kobenhavn,10327,20,100.0,7,3469.2,Resolved,4,11,2004,Ships,86,S700_1938,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,NOT PROVIDED,1734,Denmark,EMEA,Petersen,Jytte,Medium,false,false,false,false,20.0,100.0,3469.2,86.0
NYC,NY,10337,36,70.3,9,2530.8,Shipped,4,11,2004,Ships,86,S700_1938,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,10022,USA,NA,Hernandez,Maria,Small,false,false,false,false,36.0,70.3,2530.8,86.0
Madrid,Madrid,10350,28,100.0,4,2924.32,Shipped,4,12,2004,Ships,86,S700_1938,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,28.0,100.0,2924.32,86.0
Minato-ku,Tokyo,10372,44,100.0,2,4496.8,Shipped,1,1,2005,Ships,86,S700_1938,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,NOT PROVIDED,106-0032,Japan,Japan,Shimamura,Akiko,Medium,false,false,false,false,44.0,100.0,4496.8,86.0
San Francisco,CA,10384,49,100.0,1,6397.44,Shipped,1,2,2005,Ships,86,S700_1938,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,NOT PROVIDED,CA00000,USA,NA,Brown,Julie,Medium,false,false,false,false,49.0,100.0,6397.44,86.0
